Nume	Prenume	Instanta
MIHUŢ	ALINA-DANIELA	JudecatoriaCARANSEBES
NEGOIŢĂ	LILIANA NICOLETA	JudecatoriaCARANSEBES
PUŞCAŞ	ADINA	JudecatoriaCARANSEBES
STAN	ELENA	JudecatoriaCARANSEBES
ZÎNCĂ	THEA ALEXANDRA	JudecatoriaCARANSEBES
GUGA	AURICĂ	JudecatoriaORAVITA
ROMAN	OVIDIU CĂLIN	JudecatoriaORAVITA
TEC	MIRCEA	JudecatoriaORAVITA
PASCARIU	RODICA	JudecatoriaORAVITA
POPUŢI	LUCIAN-MIHAI	JudecatoriaORAVITA
PRUNOIU 	ANCA	JudecatoriaMOLDOVANOUA
ANDREI	ANDRA	Tribunalul TIMIŞ
BĂDESCU	MONICA	Tribunalul TIMIŞ
BALABAN	GETA	Tribunalul TIMIŞ
BALCU	EUGENIA-CORINA	Tribunalul TIMIŞ
BĂRĂGAN	GABRIELA	Tribunalul TIMIŞ
BIRCEANU	TITU	Tribunalul TIMIŞ
BUŞCĂ	DIANA	Tribunalul TIMIŞ
BUŞCĂ	SERGIU	Tribunalul TIMIŞ
CERNUŞ	DUBRAVCA	Tribunalul TIMIŞ
CHIOREAN	MIHAI	Tribunalul TIMIŞ
CIUCUR	LUCIAN	Tribunalul TIMIŞ
CRĂCIUN	CRISTINA GINA	Tribunalul TIMIŞ
CRĂINICEANU	ALINA MIHAELA	Tribunalul TIMIŞ
DIDRAGA 	CRISTINA ANDRA	Tribunalul TIMIŞ
DOBRIN	LUCICA	Tribunalul TIMIŞ
DUMITRESCU	IOANA AMALIA	Tribunalul TIMIŞ
FETESCU	PETRU	Tribunalul TIMIŞ
HERCIU 	RADU HORIA	Tribunalul TIMIŞ
IOJA	ALEXANDRINA	Tribunalul TIMIŞ
IONESCU	IOANA-MIRELA	Tribunalul TIMIŞ
IOŢCOVICI	RAMONA LOREDANA	Tribunalul TIMIŞ
JEBELEAN	DANA	Tribunalul TIMIŞ
LUPŞA	SORINA	Tribunalul TIMIŞ
MATIAŞ	OLIMPIA MONICA	Tribunalul TIMIŞ
MIHEŢ-POPA	CORINA	Tribunalul TIMIŞ
NEAMŢU	LOREDANA	Tribunalul TIMIŞ
NEDA 	RALUCA OLIMPIA	Tribunalul TIMIŞ
PETRUŢA	ANA	Tribunalul TIMIŞ
POPESCU	IOAN	Tribunalul TIMIŞ
POPOVICI	CRISTINA	Tribunalul TIMIŞ
ROIBU	MIHAELA	Tribunalul TIMIŞ
ROTUNA	ALINA ŞTEFANIA	Tribunalul TIMIŞ
RUDĂREANU MIHANCEA	LAURA	Tribunalul TIMIŞ
SECULI	CASIANA –DELIA	Tribunalul TIMIŞ
SMÎNTÎNĂ	EDUARD	Tribunalul TIMIŞ
SPĂTARU	ADRIANA	Tribunalul TIMIŞ
STOICESCU 	ADRIANA PETRONELA	Tribunalul TIMIŞ
ŞOGOR 	LENUŢA	Tribunalul TIMIŞ
TALOŞ	IULIANA	Tribunalul TIMIŞ
ŢIRA	ANIŞOARA CORINA	Tribunalul TIMIŞ
TODOR 	MIRCEA LAZĂR	Tribunalul TIMIŞ
VERDEŞ	LUCIAN	Tribunalul TIMIŞ
VIDU	STELIAN-IOAN	Tribunalul TIMIŞ
ADAM	RALUCA	JudecatoriaTIMISOARA
AMAN	MARIA RODICA ANTOANELA	JudecatoriaTIMISOARA
AMZOI	ADELA ELISABETA	JudecatoriaTIMISOARA
ANASTASESCU	ANCA	JudecatoriaTIMISOARA
BALABAN	ANITA CRISTINA	JudecatoriaTIMISOARA
BĂLAN	MIHAI-ANDREI	JudecatoriaTIMISOARA
BĂLAN	MANUEL CIPRIAN	JudecatoriaTIMISOARA
BOGDANDI	ALEXANDRU ROBERT	JudecatoriaTIMISOARA
BORŢUN	MIHAELA DANIELA	JudecatoriaTIMISOARA
BORZA	RODICA	JudecatoriaTIMISOARA
BRATIŞ	ELENA LOREDANA	JudecatoriaTIMISOARA
BURDAN	ADINA – MONICA	JudecatoriaTIMISOARA
BURLACU	NICOLETA	JudecatoriaTIMISOARA
CARAVELEA	ŞTEFAN DORIN	JudecatoriaTIMISOARA
CEPEŞ	MIHAI	JudecatoriaTIMISOARA
CIOCŞIRESCU	MONICA IOANA	JudecatoriaTIMISOARA
COMAROMI	NICOLAE	JudecatoriaTIMISOARA
DIACONU	GABRIELA	JudecatoriaTIMISOARA
DIETRICH	MAGDALENA	JudecatoriaTIMISOARA
DIMITRIU	ADRIANA – LAURA	JudecatoriaTIMISOARA
DUMITRESCU	GABRIELA	JudecatoriaTIMISOARA
GLĂVAN	GIORGIANA ROXANA	JudecatoriaTIMISOARA
GODEAN	CAMELIA	JudecatoriaTIMISOARA
HANTEA	GIANINA-ANTOANELA	JudecatoriaTIMISOARA
HANTEA	DUMITRU	JudecatoriaTIMISOARA
ISAI	ANGELA	JudecatoriaTIMISOARA
JEBELEAN	MĂDĂLINA	JudecatoriaTIMISOARA
LAMBERT	AURELIA	JudecatoriaTIMISOARA
LUNGOCIA	CORNELIA –MARIA	JudecatoriaTIMISOARA
MARCU	DANIEL	JudecatoriaTIMISOARA
MARGAN	MARCELA DELIA	JudecatoriaTIMISOARA
MIHĂILESCU	ANDRA ALINA	JudecatoriaTIMISOARA
MORE  ZSIGMOND	GABRIELA	JudecatoriaTIMISOARA
NICA	CRISTIAN FELIX	JudecatoriaTIMISOARA
PIŢU	DANA	JudecatoriaTIMISOARA
POPESCU	NICOLETA	JudecatoriaTIMISOARA
POPEŢI	DANA	JudecatoriaTIMISOARA
PUIA	DANA -IOANA	JudecatoriaTIMISOARA
RADVANSKI	IZABELLA REKA	JudecatoriaTIMISOARA
ROMAN	LILIANA	JudecatoriaTIMISOARA
RISTEA	RAMONA	JudecatoriaTIMISOARA
SÎRBU	MONICA ELENA	JudecatoriaTIMISOARA
SÎRBU	TEODOR CĂLIN	JudecatoriaTIMISOARA
STĂICUŢ	IRINA ANDREEA	JudecatoriaTIMISOARA
ŞIPEŢAN	IONUŢ ADRIAN	JudecatoriaTIMISOARA
ŞORÂNDARU	ROXANA	JudecatoriaTIMISOARA
ŞTIRBAN	DIANA-PATRICIA	JudecatoriaTIMISOARA
TOMA	ADINA	JudecatoriaTIMISOARA
TOMICI	LAURA - MARIA	JudecatoriaTIMISOARA
TOMUŞ	NICOLAE-AURELIAN	JudecatoriaTIMISOARA
TUFIŞ	ROXANA	JudecatoriaTIMISOARA
BALACI-DUMA	MANUELA -CORINA	JudecatoriaLUGOJ
CORDOŞ	CARMELLA ROZALIA	JudecatoriaLUGOJ
COZILEC	IOAN	JudecatoriaLUGOJ
CREŢ	ALINA ADRIANA	JudecatoriaLUGOJ
CSORBA	LAURA FELICIA	JudecatoriaLUGOJ
MIHAI	SIMONA-MARIANA	JudecatoriaLUGOJ
PARFIN	EUGEN COSMIN	JudecatoriaLUGOJ
STERFENITU	FULVIA -ELISABETA	JudecatoriaLUGOJ
CHIRIAC-IENUŞ	LAVINIA -OLIVIA	JudecatoriaDETA
HERMAN	DANIEL IOAN	JudecatoriaDETA
MOISA	ALINA PARASCHIVA	JudecatoriaDETA
MOLNAR	CLAUDIA	JudecatoriaDETA
AVRAMESCU	SANDA OANA	JudecatoriaSANNICOLAULMARE
PÎRCĂLABĂBOIU	ADRIAN	JudecatoriaSANNICOLAULMARE
LĂZĂU	MIHAELA	JudecatoriaSANNICOLAULMARE
BLAGA	CRISTINA	JudecatoriaFAGET
JURJ	ANIŞOARA -LAURA	JudecatoriaFAGET
PERVU-MILOSTEAN	DIANA-EMANUELA	JudecatoriaFAGET
PUŞCAŞU	FLORINA MIHAELA	JudecatoriaFAGET
SCĂRLĂTESCU	OVIDIU – ŞTEFAN	JudecatoriaFAGET
ALEXANDRESCU	ANCA MĂDĂLINA	CurteadeApelBUCURESTI
ANCUŢA	ILEANA MIHAELA	CurteadeApelBUCURESTI
ANGHEL	DOINA	CurteadeApelBUCURESTI
ARBĂNAŞ	PETRICĂ	CurteadeApelBUCURESTI
ARJOCA	DANA-SIMONA	CurteadeApelBUCURESTI
AVRAM	AURICĂ	CurteadeApelBUCURESTI
BADEA	MIOARA	CurteadeApelBUCURESTI
BAJAN	ADRIANA - ELENA	CurteadeApelBUCURESTI
BAJAN	VASILE	CurteadeApelBUCURESTI
BĂLAN	CARMEN IOANA	CurteadeApelBUCURESTI
BARNA - PRISACARU	MIHAELA -IOANA	CurteadeApelBUCURESTI
BEJENAR	MELANIA	CurteadeApelBUCURESTI
BÎCU 	VASILE	CurteadeApelBUCURESTI
BÎNĂ	DANIELA ADRIANA	CurteadeApelBUCURESTI
BODEA	ADELA COSMINA	CurteadeApelBUCURESTI
BRĂTUIANU	ANTONELA CĂTĂLINA	CurteadeApelBUCURESTI
BUCULEI	ALINA PETRUŢA	CurteadeApelBUCURESTI
BULANCEA	DIANA MAGDALENA	CurteadeApelBUCURESTI
BURNEL	OANA	CurteadeApelBUCURESTI
BUZEA	IOANA	CurteadeApelBUCURESTI
CĂLIN	DRAGOŞ ALIN	CurteadeApelBUCURESTI
CANACHEU	CLAUDIA MARCELA	CurteadeApelBUCURESTI
CARPEN	RALUCA IOANA	CurteadeApelBUCURESTI
CEAUŞESCU	MARIA	CurteadeApelBUCURESTI
CIOATĂ 	ANDREEA	CurteadeApelBUCURESTI
CIOBANU 	CORINA	CurteadeApelBUCURESTI
CIOCEA	MIHAELA-LĂMÎIŢA	CurteadeApelBUCURESTI
CIOLCĂ 	MARILENA IULIANA	CurteadeApelBUCURESTI
CÎRJAN	RALUCA MARIA	CurteadeApelBUCURESTI
CÎRNARU	SIMONA ELENA	CurteadeApelBUCURESTI
CIRSTOIU	VERONICA	CurteadeApelBUCURESTI
CMECIU	ŞTEFAN CIPRIAN	CurteadeApelBUCURESTI
COMŞA	CARMEN-GEORGIANA	CurteadeApelBUCURESTI
CONSTANTIN 	NICOLETA IOANA	CurteadeApelBUCURESTI
CONSTANTINESCU F.	MARIANA	CurteadeApelBUCURESTI
CONSTANTINESCU M. 	MARIANA	CurteadeApelBUCURESTI
CONSTANTINESCU	CONSTANTIN LUCHIAN	CurteadeApelBUCURESTI
CORBOŞ	ADINA	CurteadeApelBUCURESTI
CORNEA	MARIA SPERANTA	CurteadeApelBUCURESTI
COSTACHE	ELENA RALUCA	CurteadeApelBUCURESTI
COSTINIU	VIORICA	CurteadeApelBUCURESTI
COTTA	FLORICA	CurteadeApelBUCURESTI
COTOROGEA	IONELA ALINA	CurteadeApelBUCURESTI
CRAIU	CRISTINA CARMEN	CurteadeApelBUCURESTI
CRAIU	IULIA	CurteadeApelBUCURESTI
CRINGASU	LILIANA	CurteadeApelBUCURESTI
CRISTEA	BOGDAN	CurteadeApelBUCURESTI
CRISTIU-NINU	LUMINITA	CurteadeApelBUCURESTI
CROITORU 	STELUŢA MIRELA	CurteadeApelBUCURESTI
DAVIDOIU	GEORGIAN	CurteadeApelBUCURESTI
DANCIU 	MIRELA	CurteadeApelBUCURESTI
DĂESCU	CORINA CORNELIA	CurteadeApelBUCURESTI
DĂNĂILĂ	ILEANA RUXANDRA	CurteadeApelBUCURESTI
DOBRANISTE	LIVIU-CORNEL	CurteadeApelBUCURESTI
DOLACHE 	DAMIAN	CurteadeApelBUCURESTI
DRAGAN	IONELIA	CurteadeApelBUCURESTI
DRĂGHICI	DANIEL MARIAN	CurteadeApelBUCURESTI
DUCA	MARIA VIOLETA	CurteadeApelBUCURESTI
DUMINECĂ	VIRGINIA FLORENTINA	CurteadeApelBUCURESTI
DUTA	FLORICĂ	CurteadeApelBUCURESTI
ENACHE 	DANIELA GEORGETA	CurteadeApelBUCURESTI
FARMATHY	AMELIA	CurteadeApelBUCURESTI
FARMATHY	GHEZA ATTILA	CurteadeApelBUCURESTI
FĂGET	LIVIU EUGEN	CurteadeApelBUCURESTI
FILIP	PAVEL	CurteadeApelBUCURESTI
FLOREA	DIANA 	CurteadeApelBUCURESTI
FLOREA	IONEL	CurteadeApelBUCURESTI
FLORESCU	GEORGE BOGDAN	CurteadeApelBUCURESTI
FLORESCU	CRISTINA MARIA	CurteadeApelBUCURESTI
FLORESCU	GABRIELA	CurteadeApelBUCURESTI
GAGESCU	RISANTEA	CurteadeApelBUCURESTI
GANU	ANA MARIA	CurteadeApelBUCURESTI
GĂINĂ	CARMEN VERONICA	CurteadeApelBUCURESTI
GĂINĂ	IONUŢ CRISTIAN	CurteadeApelBUCURESTI
GAVRIŞ	DUMITRU MARCEL	CurteadeApelBUCURESTI
GHICA	ALINA NICOLETA	CurteadeApelBUCURESTI
GHIŢĂ	CIPRIAN ALEXANDRU	CurteadeApelBUCURESTI
GLODEANU 	MIHAELA	CurteadeApelBUCURESTI
GLODEANU	ROMEO	CurteadeApelBUCURESTI
GRĂDINARU	DANIEL	CurteadeApelBUCURESTI
GRĂDINARU	IANINA BLANDIANA	CurteadeApelBUCURESTI
GRECEANU	ALESSANDRA -GIUSEPINA	CurteadeApelBUCURESTI
GRECU	GHEORGHE	CurteadeApelBUCURESTI
GRIGORE	DANIELA FLORELA	CurteadeApelBUCURESTI
GURANDA	GEORGETA	CurteadeApelBUCURESTI
GUŢĂ	CRISTINA	CurteadeApelBUCURESTI
HARABAGIU	LIZETA	CurteadeApelBUCURESTI
HORTOLOMEI	MARIANA	CurteadeApelBUCURESTI
HEROLD-PETRE	IOANA AURORA	CurteadeApelBUCURESTI
HOLBAN	MADALINA-IOANA	CurteadeApelBUCURESTI
HORTOLOMEI 	VICTOR	CurteadeApelBUCURESTI
IGNAT	SILVIA GEORGIANA	CurteadeApelBUCURESTI
ILEA	CĂTĂLINA GABRIELA	CurteadeApelBUCURESTI
ILIE	MARI	CurteadeApelBUCURESTI
ILIE	NADIA RALUCA	CurteadeApelBUCURESTI
ION-TUDORAN	CORNELIU BOGDAN	CurteadeApelBUCURESTI
IONIŢĂ	CRISTINA NICOLETA	CurteadeApelBUCURESTI
IORGULESCU	LILIANA	CurteadeApelBUCURESTI
IRIMIA	CRISTINA –MARIA	CurteadeApelBUCURESTI
ISPAS	MARIUS CRISTIAN	CurteadeApelBUCURESTI
IVĂNESCU	GABRIEL FLORIN	CurteadeApelBUCURESTI
JABRE	AMER	CurteadeApelBUCURESTI
LUDUŞAN	MANUELA	CurteadeApelBUCURESTI
LUPASCU	DAN	CurteadeApelBUCURESTI
MANOLE	DIANA	CurteadeApelBUCURESTI
MATEI	DOREL - GEORGE	CurteadeApelBUCURESTI
MĂIEREANU	IULIANA	CurteadeApelBUCURESTI
MEDIAN	ANCA MIHAELA	CurteadeApelBUCURESTI
MIHALCEA	DOINIŢA	CurteadeApelBUCURESTI
MIRANCEA	DUMITRU	CurteadeApelBUCURESTI
MÎNERAN	MIHAELA	CurteadeApelBUCURESTI
MORARU	DANIELA LAURA	CurteadeApelBUCURESTI
MOROŞANU	RALUCA	CurteadeApelBUCURESTI
MOŞNEAGU	ALINA PETRONELA	CurteadeApelBUCURESTI
MUSTATA	STAN	CurteadeApelBUCURESTI
NĂSTASIE	VERONICA	CurteadeApelBUCURESTI
NEACŞU	SIMONA GABRIELA	CurteadeApelBUCURESTI
NEDELCU	ANTONETA	CurteadeApelBUCURESTI
NEGOESCU GÂNDAC	MIHAI ANDREI	CurteadeApelBUCURESTI
NEGULESCU	CARMEN MIHAELA	CurteadeApelBUCURESTI
NICULESCU	MONICA	CurteadeApelBUCURESTI
NIEMESCH	OANA CRISTINA	CurteadeApelBUCURESTI
NIŢĂ	MIHAELA	CurteadeApelBUCURESTI
NIŢU	PETRONELA IULIA	CurteadeApelBUCURESTI
NOLDEN	NICOLETA	CurteadeApelBUCURESTI
OANCEA	MARIA DALINA	CurteadeApelBUCURESTI
OLTEANU	CRISTIAN	CurteadeApelBUCURESTI
OPRESCU	MIHAI	CurteadeApelBUCURESTI
OPRIS	ELENA DANIELA	CurteadeApelBUCURESTI
ORĂŞEANU	BOGDANA- ALINA	CurteadeApelBUCURESTI
PAVELESCU	SILVIA	CurteadeApelBUCURESTI
PĂNESCU	EUGENIA ALINA	CurteadeApelBUCURESTI
PANIOGLU	DANIELA	CurteadeApelBUCURESTI
PĂTRAŞ	BIANCA LAURA	CurteadeApelBUCURESTI
PATRASCU	HORATIU	CurteadeApelBUCURESTI
PENA	FĂNICA	CurteadeApelBUCURESTI
PERJARU	MIRELA MONICA	CurteadeApelBUCURESTI
PETRE	MAGDALENA	CurteadeApelBUCURESTI
PETROVICI	CRISTINA	CurteadeApelBUCURESTI
PICIARCA	DUMITRITA	CurteadeApelBUCURESTI
PODAR	VIOREL-ADRIAN	CurteadeApelBUCURESTI
PODARU	CORINA	CurteadeApelBUCURESTI
POGORAN	OANA DANIELA	CurteadeApelBUCURESTI
POHRIB	ALINA	CurteadeApelBUCURESTI
POP	ADRIANA-ROUA	CurteadeApelBUCURESTI
POPA	ION	CurteadeApelBUCURESTI
POPA 	ILEANA GABRIELA	CurteadeApelBUCURESTI
POPESCU	ADRIANA	CurteadeApelBUCURESTI
POPESCU	IULICA	CurteadeApelBUCURESTI
POPESCU	MARIANA	CurteadeApelBUCURESTI
PRELIPCEAN	IULIA- NICOLETA	CurteadeApelBUCURESTI
PRICOPE	PAUL	CurteadeApelBUCURESTI
RADOI	ELENA -SIMONA	CurteadeApelBUCURESTI
RADU	IONEL	CurteadeApelBUCURESTI
RADU	ADINA ADRIANA	CurteadeApelBUCURESTI
RĂDULESCU	MĂDĂLINA GABRIELA	CurteadeApelBUCURESTI
ROŞU 	ELISABETA	CurteadeApelBUCURESTI
ROŞU	PETRE	CurteadeApelBUCURESTI
ROTARU	FLORENTINA -GABRIELA	CurteadeApelBUCURESTI
SAVONEA	LIA	CurteadeApelBUCURESTI
SCHEAUA	MARIA CRISTINA	CurteadeApelBUCURESTI
SCROB	BIANCA ANTOANETA	CurteadeApelBUCURESTI
SEVERIN	DANIEL GHEORGHE	CurteadeApelBUCURESTI
SINGH	IOANA	CurteadeApelBUCURESTI
SÎRBU	GEORGETA	CurteadeApelBUCURESTI
SPÎNU	OVIDIU	CurteadeApelBUCURESTI
SPRÎNCEANĂ	CAMELIA MIOARA	CurteadeApelBUCURESTI
STAN	MONICA MIHAELA	CurteadeApelBUCURESTI
STAN	NICULAE	CurteadeApelBUCURESTI
STANCIU	ELENA MELANIA	CurteadeApelBUCURESTI
STATE UNGUREANU	ANA MARIA	CurteadeApelBUCURESTI
STEGARU	GEORGETA	CurteadeApelBUCURESTI
STOICA	LUMINIŢA CRISTINA	CurteadeApelBUCURESTI
STRÎMB	CODRUŢA	CurteadeApelBUCURESTI
SUCIU	RALUCA ALINA VIRGINIA	CurteadeApelBUCURESTI
ŞALAR	FELIX - LUCIAN	CurteadeApelBUCURESTI
ŞTEFAN	ALINA DIANA	CurteadeApelBUCURESTI
ŞUŢU	ALINA	CurteadeApelBUCURESTI
TARNA	SILVIA	CurteadeApelBUCURESTI
TOCAN	ISABELLE	CurteadeApelBUCURESTI
TOMA	CLAUDIU-MARIUS	CurteadeApelBUCURESTI
TOMESCU	ANDREEA DORIS	CurteadeApelBUCURESTI
TRĂMÎNDAN	CRINA BIANCA	CurteadeApelBUCURESTI
UDREA	ELENA LUISSA	CurteadeApelBUCURESTI
UNGUREANU	DOINA	CurteadeApelBUCURESTI
UTA	LUCIA	CurteadeApelBUCURESTI
UZLĂU	ANDREEA SIMONA	CurteadeApelBUCURESTI
VALAN	AGLAIA	CurteadeApelBUCURESTI
VASILE 	ANDREEA	CurteadeApelBUCURESTI
VADUVA	DUMITRU	CurteadeApelBUCURESTI
VINTANU	GABRIELA	CurteadeApelBUCURESTI
VINTILA	MIHAELA	CurteadeApelBUCURESTI
VIŞAN	DOINA	CurteadeApelBUCURESTI
VIŞOIU	EMILIA - CLAUDIA	CurteadeApelBUCURESTI
VLAD	DECEBAL CONSTANTIN	CurteadeApelBUCURESTI
VLAD	ELENA	CurteadeApelBUCURESTI
VLADU	RAMONA MARIA	CurteadeApelBUCURESTI
VOICAN	ANDREEA SILVIA	CurteadeApelBUCURESTI
VOINESCU	BOGDAN FLORIN	CurteadeApelBUCURESTI
ZAHARIA	ANAMARIA LUCIA	CurteadeApelBUCURESTI
ZECA	DORINA	CurteadeApelBUCURESTI
AFRĂSINIE	MĂDĂLINA	TribunalulBUCURESTI
ALBEANU	CLAUDIA -TITELA	TribunalulBUCURESTI
ALDEA	MIOARA	TribunalulBUCURESTI
ANDONE BONTAŞ	AMALIA	TribunalulBUCURESTI
ANDREI	CLAUDIU - IONUT	TribunalulBUCURESTI
ANDREI	LAURA -MARINA	TribunalulBUCURESTI
ANDRIESCU	VLAD	TribunalulBUCURESTI
ANDRIOAEI	CORNELIU LUCIAN	TribunalulBUCURESTI
ANTON	IOANA ANTONIA	TribunalulBUCURESTI
ARDELEANU 	CRISTINA	TribunalulBUCURESTI
ARIF	CARMEN MIHAELA	TribunalulBUCURESTI
ASĂNICĂ	ANDRA MONICA	TribunalulBUCURESTI
AVRIGEANU	ELENA	TribunalulBUCURESTI
AXÎNTI	CĂTĂLIN	TribunalulBUCURESTI
BADEA	MĂDĂLINA	TribunalulBUCURESTI
BALACI	CARMEN CONSTANŢA	TribunalulBUCURESTI
BĂDESCU	IRINA - RALUCA	TribunalulBUCURESTI
BĂDOIU	CĂTĂLIN- GABRIEL	TribunalulBUCURESTI
BĂDOIU	ENRICA -ANDA	TribunalulBUCURESTI
BĂLĂCEANU	LILIANA	TribunalulBUCURESTI
BĂLĂNESCU	MIHAI	TribunalulBUCURESTI
BĂLAN	IONICA	TribunalulBUCURESTI
BAN	MIORIŢA	TribunalulBUCURESTI
BĂRGAN	MIHAELA CLAUDIA	TribunalulBUCURESTI
BĂTRÂNU	NICOLETA	TribunalulBUCURESTI
BÎRLOG	ANDREEA MĂDĂLINA	TribunalulBUCURESTI
BELOIU	ALINA- DANIELA	TribunalulBUCURESTI
BIVOLARU	ŞTEFANIA IRINEL	TribunalulBUCURESTI
BOGATU	ELENA DANIELA	TribunalulBUCURESTI
BOGDAN	CAMELIA	TribunalulBUCURESTI
BOGDANESCU	MADALINA-MARIA	TribunalulBUCURESTI
BOJINCĂ	ELENA ADINA	TribunalulBUCURESTI
BOMBOŞ	ANA OTILIA	TribunalulBUCURESTI
BOSIE	LAURA NICOLETA	TribunalulBUCURESTI
BRATU	DANIELA CONSTANŢA	TribunalulBUCURESTI
BRATU	MARIA ADRIANA	TribunalulBUCURESTI
BUDALĂ	CRISTINA ANDREEA	TribunalulBUCURESTI
BUDULAN	ROXANA TĂSICA	TribunalulBUCURESTI
BULGARU	LAVINIA MAGDALENA	TribunalulBUCURESTI
BUMBULUT	ANCA STELA	TribunalulBUCURESTI
BURICEA	CRINA LILIANA	TribunalulBUCURESTI
BURLAN	ELENA	TribunalulBUCURESTI
BUŞCĂ	AMELIA RALUCA	TribunalulBUCURESTI
BURTESCU	AURORA MARIA	TribunalulBUCURESTI
CALCIU	LUMINIŢA	TribunalulBUCURESTI
CARAGAŢĂ	LUISA EMANUELA	TribunalulBUCURESTI
CĂLIN	ROXANA MARIA	TribunalulBUCURESTI
CĂLINESCU	DANIELA	TribunalulBUCURESTI
CĂZĂNESCU	MIRUNA IOANA	TribunalulBUCURESTI
CIOBOTARU	SORINA	TribunalulBUCURESTI
CIOBOTARU	EDUARD CRISTIAN	TribunalulBUCURESTI
CIPARIU	MONICA CLAUDIA	TribunalulBUCURESTI
CIUPERCĂ	LILIANA	TribunalulBUCURESTI
CÎRSTEA 	FLORINA IZABELA	TribunalulBUCURESTI
COMAN	ADELA	TribunalulBUCURESTI
COMAN 	CRISTINA DANIELA	TribunalulBUCURESTI
CONSTANTIN	GRATIELA-MONICA	TribunalulBUCURESTI
CONSTANTIN MARINO	MARIN	TribunalulBUCURESTI
CORBU	GEORGIANA CORINA	TribunalulBUCURESTI
CORNEA	ADINA	TribunalulBUCURESTI
COSMA	ADINA	TribunalulBUCURESTI
COSMA	CARMEN	TribunalulBUCURESTI
COSTACHE	ANTONELA ANE-MARY	TribunalulBUCURESTI
COŞĂREANU	ELENA DANIELA	TribunalulBUCURESTI
COZAN	RALUCA ELENA	TribunalulBUCURESTI
CRIŞAN	SOFIA SÂNZIANA	TribunalulBUCURESTI
CUCU	CRISTINA	TribunalulBUCURESTI
CUZUC	MIHAELA	TribunalulBUCURESTI
DIKO	DANIELA –MIHAELA	TribunalulBUCURESTI
DIMULESCU	GABRIELA	TribunalulBUCURESTI
DOGARIU	NICOLETA	TribunalulBUCURESTI
DONŢETE	DANIEL	TribunalulBUCURESTI
DRAGU	MIHAELA ALINA	TribunalulBUCURESTI
DRĂGUŢESCU	MIHAI  -PANTELIMON	TribunalulBUCURESTI
DUDU	DANIELA ANICA	TribunalulBUCURESTI
DULGHERU	EMANUELA	TribunalulBUCURESTI
DUMITRESCU	MARIA OANA	TribunalulBUCURESTI
DUŢU	LILIANA CĂTĂLINA	TribunalulBUCURESTI
ECXARCU - HARFAŞ	ANDREEA LAVINIA ERSILIA	TribunalulBUCURESTI
FARCAŞ ŞURPANU	CRISTINA	TribunalulBUCURESTI
FLOREA	CRISTINA MIHAELA	TribunalulBUCURESTI
FLORESCU	ELISABETA	TribunalulBUCURESTI
FRUNZĂ	LUCIA IOANA	TribunalulBUCURESTI
FULEA	IOANA VIOLETA	TribunalulBUCURESTI
GALEA	RALUCA ELENA	TribunalulBUCURESTI
GALIŞ	ADRIANA VERONICA	TribunalulBUCURESTI
GAROFIL 	ANA MARIA	TribunalulBUCURESTI
GAVREA	LONETA HONORINA	TribunalulBUCURESTI
GAVRIS	MARILENA- VERONICA	TribunalulBUCURESTI
GADI	LINDA IULIA	TribunalulBUCURESTI
GHEORGHE	BRINDUSA ELENA	TribunalulBUCURESTI
GHEORGHE	CARMEN LILIANA	TribunalulBUCURESTI
GHERGHEŞANU	PETRICĂ	TribunalulBUCURESTI
GHINDAR	LIDIA DANIELA	TribunalulBUCURESTI
GHITA	ECATERINA-LUCIA	TribunalulBUCURESTI
GHIUGAN	IONELA - MARIANA	TribunalulBUCURESTI
GIURCA	TEODORA	TribunalulBUCURESTI
GOHOREANU	CARMEN ALINA	TribunalulBUCURESTI
GONGONE	ANDREI FLORIN	TribunalulBUCURESTI
GRECU	RUXANDRA	TribunalulBUCURESTI
GROZESCU	AURELIA MIHAELA	TribunalulBUCURESTI
GURĂU	IONELA CLAUDIA	TribunalulBUCURESTI
GUTU	MANUELA AURORA	TribunalulBUCURESTI
HARAGA	CRISTIAN	TribunalulBUCURESTI
IACOB	CONSTANTINA -CORALIA	TribunalulBUCURESTI
IACOB	ELENA TEODORA	TribunalulBUCURESTI
IACOB	MARCELA MARTA	TribunalulBUCURESTI
ILIE	CAMELIA MARIA	TribunalulBUCURESTI
ILINA	CRISTINA	TribunalulBUCURESTI
ION	IONELA	TribunalulBUCURESTI
ION CHIRIŢĂ	LILIANA	TribunalulBUCURESTI
IONITA	PETRONELA	TribunalulBUCURESTI
JABRE	CECILIA	TribunalulBUCURESTI
JDERU	CLAUDIA	TribunalulBUCURESTI
LARION	IULIANA MĂDĂLINA	TribunalulBUCURESTI
LAZAR	DANIELA-ADRIANA	TribunalulBUCURESTI
LAZĂR 	FLORICA	TribunalulBUCURESTI
LUPU	MIRUNA - IULIA	TribunalulBUCURESTI
MALALIU	MIHAI-ANDI	TribunalulBUCURESTI
MANEA	CĂTĂLIN DĂNUŢ	TribunalulBUCURESTI
MANEA	IULIA-LACRAMIOARA	TribunalulBUCURESTI
MARASOIU	NICOLETA	TribunalulBUCURESTI
MARCU	ROZA	TribunalulBUCURESTI
MARINESCU	DANIELA IULIANA	TribunalulBUCURESTI
MATEESCU	ANA -MARIA	TribunalulBUCURESTI
MATEESCU	ANDREEA FLORINA	TribunalulBUCURESTI
